id,NGR,Longitude/Latitude,Site Height,In-Use Ae Ht,In-Use ERP Total,Dir Max ERP,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,Lat,Long
746371,SH58298101,004W07 42 53N18 25,146,82,"3.549,134",150,20.2,16.1,16.9,13,9.8,8.1,5.8,4.3,3,1.9,2.3,3,3.8,4.4,4.7,4.8,4.1,3.7,3.1,2.3,1.4,0,2.8,9,9.6,6.7,5.7,5.9,7.4,9.1,9,10.8,12.8,12.2,12.3,17.4,53.307002,-4.12825
746372,SH87777799,003W41 06 53N17 13,125,32,"0.613,800",300,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,53.286941,-3.684982
746373,SE79536190,000W47 13 54N02 49,224,38,"2.000,000",240,16.4,18.4,20,20,20,20,20,20,20,20,20,18.4,16.4,14.4,12,9.5,7,4.9,3,2.2,1.4,0.9,0.6,0.3,0,0.3,0.6,0.9,1.4,2.2,3,4.9,7,9.5,12,14.4,54.046924,-0.786852
746374,SE39499358,001W23 39 54N20 10,101,22,"0.300,000",,0,0,0,0,1,1,2,3,4,5,6,6,7,7,7,7,7,6.5,6,5,4,3,2,1,1,0,0,0,0,0,1,1,1,1,1,0,54.336239,-1.394168
746375,SE55389626,001W08 58 54N21 32,381,49,"2.000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.358848,-1.149317
746376,SE26835560,001W35 32 53N59 45,150,33,"2.000,000",90,1,0.7,0.3,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,53.995727,-1.592234
746377,TA04018692,000W24 16 54N16 02,151,29,"2.000,000",,1,3,2.5,0.3,0,0,0.4,2.5,2.6,1,3,2.2,0.4,0,0,0.6,2.3,3,1,2.8,2.5,0.3,0,0,0.4,2.5,3,1,3,2.5,0.3,0,0,0.4,2.5,3,54.267351,-0.404494
746378,SE51858435,001W12 20 54N15 08,294,35,"1.000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.252192,-1.205693
746379,SP58816200,001W08 24 52N15 11,199,87,"1.199,999",140,0.3,1.1,1.7,2.4,2.3,2.8,2.6,2.7,2.6,2.4,2,1.2,0.7,0.3,0.1,0.4,1.3,2.9,5,7.9,10.7,15.2,19.2,24,24,22.4,19.8,15.6,12.1,9,6.2,4.5,2.4,1,0,0.3,52.253028,-1.139914
746380,SP83346401,000W46 49 52N16 05,103,29,"0.300,000",340,2.6,2.4,2,1.2,0.7,0.3,0.1,0.4,1.3,2.9,5,7.9,10.7,15.2,19.2,24,24,22.4,19.8,15.6,12.1,9,6.2,4.5,2.4,1,0,0.3,0.3,1.1,1.7,2.4,2.3,2.8,2.6,2.7,52.267931,-0.780155
746381,SP90718390,000W40 01 52N26 44,118,49,"5.000,000",220,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,52.445531,-0.666816
746382,SP76146472,000W53 08 52N16 31,127,30,"1.199,999",155,25.7,23.8,22.2,18.6,15.8,14.1,11.8,9.4,7.4,5.4,3.8,2.4,1.3,0.6,0.2,0,0,0.2,0.5,1,1.6,2.3,3.3,4.8,6.6,8.6,10.9,12.8,15.7,19,24.4,25.9,25.9,25.9,25.9,25.9,52.275355,-0.885481
746383,SP66515247,001W01 44 52N09 59,160,18,"0.250,000",,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,0,0,0.4,0.8,1.4,2.2,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,52.166487,-1.029003
746384,SP90456741,000W40 30 52N17 51,43,63,"0.300,000",0,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1,0.7,0.3,0,0,0,0.3,0.5,0.8,52.297367,-0.675082
746385,SK51416065,001W13 59 53N08 26,168,47,"1.000,000",90,1,0.5,0,0,0,0,0.5,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0.5,1.2,2,3,4.5,5,6,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6,5,4,3,2,53.140513,-1.232922
746386,SK58344246,001W07 57 52N58 35,122,46,"1.000,000",,1,2,2,0.7,0,0.7,2.2,2.4,1,1,2,2,0.8,0,0.9,2.7,2.2,1,1,2,2,0.6,0,1,2.4,2.3,1,1,2,2,0.7,0,1,2.5,2.3,1,52.976309,-1.132626
746387,SK50354354,001W15 05 52N59 13,129,44,"0.600,000",270,5.3,8.3,10.5,14.1,19.7,24,26,26,26,26,19.4,12.5,9.8,6.8,4.8,3.6,2,0.9,0.3,0.1,0,0.9,1.4,1.6,1.6,1.6,1.7,1.4,1.5,1.2,0.7,0.8,0.6,1,1.9,3.1,52.986825,-1.251436
746388,SK80942333,000W48 03 52N48 05,138,137,"4.000,000",,0,0,1,3,5,8,11,14,17,20,20,22,26,26,26,22,20,20,17,14,10,7,5,3,1,0,0,0,0,0,0,1,0,0,0,0,52.801451,-0.80088
746389,SP48310300,001W18 07 51N43 25,162,39,"1.199,999",230,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,51.723637,-1.302007
746390,SP53273875,001W13 29 52N02 40,157,46,"1.000,000",240,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,52.044582,-1.224699
746391,SP30902823,001W33 06 51N57 06,209,27,"0.300,000",,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,51.951697,-1.551799
746392,SP56711054,001W10 45 51N47 26,130,130,"4.774,963",330,2.4,1.1,0.6,1.8,4.1,5.5,5.2,5.1,9.4,12.3,11.4,11.5,11.7,8.5,6.8,9.3,12.2,9.2,8.7,8.9,9.9,10.1,7.1,6.6,6.8,4.6,2.3,1.1,0,0.4,3.7,4.5,1.6,1.2,1.8,3.5,51.790638,-1.179183
746393,SU647813,001W04 08 51N31 37,183,20,"0.600,000",300,0.7,1.8,0.7,0.8,3.3,6.1,10,14.7,18.6,17,16.3,21.9,17,19.1,17.5,11.8,9.6,8.8,6.8,5.1,3.7,3.1,1.2,0.7,0.1,0.1,0,0.1,0,1,0.6,0.3,0.6,0.3,0.2,0.6,51.526905,-1.068756
746394,TL227719,000W12 03 52N19 53,25,40,"0.250,000",,5.8,0.8,0.1,0.8,1.3,0.3,2,3.5,3.1,3.5,1.9,0.3,1.2,0.8,0.1,1.2,5.8,0.9,5.8,0.8,0,1.1,1.3,0.4,2.1,3.6,3.2,3.6,2,0.3,1.1,1,0.1,0.8,6.5,0.6,52.331465,-0.200759
746395,TF36892633,000E01 47 52N49 02,3,32,"0.300,000",100,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,52.817122,0.029814
746396,TL428873,000E06 02 52N27 54,1,31,"1.199,999",,1.2,0.7,0.3,0.1,0.4,1.3,2.9,5,7.9,10.7,15.2,19.2,24,24,22.4,19.8,15.6,12.1,9,6.2,4.5,2.4,1,0,0.3,0.3,1.1,1.7,2.4,2.3,2.8,2.6,2.7,2.6,2.4,2,52.464961,0.100577
746397,TF05802726,000W25 52 52N49 57,73,62,"0.500,000",,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,52.832469,-0.431001
746398,TL12549126,000W20 36 52N30 27,56,61,"6.300,007",40,0.7,0.3,0.1,0,0,0,0,0,0,0.1,0.3,0.7,1.5,2.7,4.2,6.3,8.6,12,16,21.9,25,30,30,30,30,30,30,25,20,16,11.7,8.8,6.3,4.2,2.7,1.5,52.507615,-0.343282
746399,TL02168751,000W29 50 52N28 33,49,22,"0.600,000",90,1,0.7,0.3,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,52.475956,-0.497308
746400,TF25362114,000W08 35 52N46 24,3,53,"1.199,999",,1.3,0.4,0.1,0,0.4,1.2,2.4,3.7,4.7,5.6,5.7,5.7,5.9,5.9,5.8,5.6,4.9,3.8,2.3,1.2,0.4,0,0,0.5,1.2,2.3,3.4,4.5,4.9,5.3,5.3,5.2,5,4.3,3.4,2.2,52.773292,-0.143159
746401,TF01420828,000W30 07 52N39 46,58,32,"1.199,999",160,25.9,25.7,23.8,22.2,18.6,15.8,14.1,11.8,9.4,7.4,5.4,3.8,2.4,1.3,0.6,0.2,0,0,0.2,0.5,1,1.6,2.3,3.3,4.8,6.6,8.6,10.9,12.8,15.7,19,24.4,25.9,25.9,25.9,25.9,52.662748,-0.501852
746402,TF46260860,000E09 39 52N39 19,4,37,"0.300,000",200,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,52.655393,0.160854
746403,SX63095386,003W55 35 50N22 07,142,33,"0.300,000",0,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1,0.7,0.3,0,0,0,0.3,0.5,0.8,50.368664,-3.926486
746404,SX72194315,003W47 42 50N16 28,93,51,"0.200,000",90,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,50.274442,-3.794967
746405,SX57817420,004W00 30 50N33 01,508,145,"3.200,000",270,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,0,0,0.4,0.8,1.4,2.2,3,4.5,6.5,50.550217,-4.008413
746406,SX53085554,004W04 04 50N22 53,113,36,"2.931,710",345,0.4,0.4,0.3,0.7,1.2,2.4,3.4,5.7,7.7,7.4,8.9,11,14.4,16.4,14.1,14.3,15.6,12.9,12.6,11,10.3,8.8,7.4,4.9,2.5,4.5,2.2,0.4,0.3,0.4,0.1,0,0.4,0.9,1,0.7,50.381346,-4.067802
746407,SX406528,004W14 31 50N21 12,108,17,"0.400,000",70,5.9,5.6,4.9,3.8,2.3,1.3,0.4,0,0,0.5,1.3,2.4,3.4,4.3,5,5.3,5.4,5.3,5,4.3,3.4,2.3,1.2,0.5,0.1,0,0.4,1.2,2.4,3.7,4.9,5.5,5.7,5.9,5.9,6,50.353472,-4.242037
746408,SU19514292,001W43 20 51N11 07,184,22,"0.050,000",,27,27,26,23,24,24,25,25,25,27,28,29,28,29,29,26,24,17,13,9,6,3,1,0,0,0,1,3,6,9,13,18,23,28,29,28,51.18517,-1.722235
746409,SU11113375,001W50 34 51N06 11,139,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.102938,-1.8427
746410,TQ29689006,000W07 45 51N35 40,92,100,"1.499,999",350,2.2,2.9,2.3,1.7,1.4,1,1,1.5,2,2.6,2.2,1.9,1.5,0.8,0.4,0.4,1,1.6,2.2,2.8,2.4,2.1,1.7,1.2,1.2,1.8,2.4,3,2.3,1.7,1,0.4,0,0,0.7,1.6,51.594459,-0.129257
746411,SJ81274781,002W16 51 53N01 38,220,49,"5.000,000",,0.2,0.9,2,2.8,3,2.3,1.4,0.5,0,0,0.8,1.8,2.8,3,2.2,1.3,0.4,0,0,0.8,2.2,2.9,3,2.3,1.3,0.4,0,0.2,0.9,2,3,3,2.3,1.3,0.5,0,53.027231,-2.28071
746412,NO39484078,002W59 10 56N33 18,312,211,"10.000,000",,3.2,0.4,0.6,0.6,0.4,1.2,4.4,3.9,3.9,2.9,0.5,0.8,1,0.3,1.2,4.4,4.3,5.7,3.9,0.4,1,1.4,1.1,1.9,5,4.7,4.7,3.2,0,1.1,1.4,0.4,1,4.9,4.6,4.6,56.555053,-2.986125
746413,SP820141,000W48 42 51N49 10,81,29,"0.030,000",140,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,51.819509,-0.811742
746414,SX85756205,003W36 38 50N26 50,196,68,"5.000,000",,0.5,2.4,3.2,2.4,3.5,7.2,7.9,7.5,7.9,7.3,7.6,9.1,11.2,14.7,22.9,21.6,26.6,18.2,23.5,16.8,14.7,10.6,10.4,13,12,9.4,14.2,16.7,13.5,16.9,7.8,5.1,2.1,1.1,0,0.4,50.447129,-3.610498
746415,TF21828366,000W10 19 53N20 09,125,291,"4.188,881",90,0,0.35,2.29,4.59,2.87,2.54,5.37,3.82,1.04,0.16,0.62,2.42,4.6,3.95,4.23,8.44,7.36,3.96,3.01,3.53,5.37,7.55,7.04,7.49,12.26,11.4,7.46,6.09,6.77,10.45,13.12,6.59,4.59,4.55,2.69,0.76,53.335814,-0.171983
746416,SE55389626,001W08 58 54N21 32,381,62,"2.000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.358848,-1.149317
746417,SY68748489,002W26 37 50N39 46,160,48,"0.234,537",,0,0.5,1.3,2.9,4.6,5.9,7.5,9.6,10.4,9.6,9.2,10.1,11.2,11,9.5,6.4,4.1,2.5,1.6,0.8,0.5,0.5,0.9,0.7,1.4,2.4,3.1,3.1,2.7,2.7,2.6,2.1,1.5,0.8,0.3,0,50.66283,-2.443645
746418,NS82836457,003W52 25 55N51 36,275,263,"9.527,962",,0.19,1.28,3.95,2.61,2.53,3.59,1.31,0.09,0.2,2.98,2.98,2.08,3.95,1.39,0,0,2.59,3.73,1.75,3.13,2.22,0.12,0.09,2.1,4.4,2.4,3.32,3.04,0.82,0.09,1.85,3.98,1.83,2.51,3.53,0.81,55.860005,-3.873572
746419,TQ75736134,000E31 14 51N19 26,192,33,"1.955,474",,2.9,0.8,0.2,0,0.1,2,2.7,2.3,5.2,8.5,6.4,6.6,6.7,6.3,8.7,5.2,2.3,2.7,1.9,0.2,0,0.2,0.8,2.9,2,0.3,1.5,2,0.8,0.7,0.7,0.9,2.2,1.7,0.4,2.2,51.324006,0.520684
746420,SU14369008,001W47 38 51N36 34,148,37,"2.500,000",,1,2,2,1,2.7,3,1.3,0,0,1,3,2,1,2,2.7,1,0,0,1.5,3,2,1,2,3,1,0,0,1.4,3,1.7,1,2.6,2,1,1,1,51.609363,-1.794027
746421,SP91423421,000W40 11 51N59 56,169,55,"2.736,031",290,2.6,1.1,0.5,0.2,0.3,1.7,2.7,2.9,4.6,8.5,5.5,4.2,3.1,4.1,5.4,3.1,0.8,1.2,1.7,0.9,0.3,0,0.4,2.5,0.9,0.2,1.3,2.2,0.4,0.3,0.1,1,2.1,0.5,0.3,1.3,51.998806,-0.669784
746422,TQ29228193,000W08 20 51N31 17,27,190,"0.800,000",340,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,51.521504,-0.138879
746423,NZ25156398,001W36 31 54N58 11,15,62,"0.025,000",,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,54.969789,-1.608675
746424,SX27327079,004W26 13 50N30 41,369,153,"2.500,100",,1,0.5,0,1,3.5,4,2,3,4,0.5,0,0.5,2,5,7,6.5,7,8,9,8,9,9.5,9,13,14,16,14,7,6.5,7,8.5,5.5,5,5.5,5,3,50.511364,-4.43683
746425,NS566615,004W17 26 55N49 31,67,66,"0.010,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.825353,-4.290679
746426,SZ47548350,001W19 44 50N38 57,166,214,"5.000,000",340,2.5,2.5,1,0.1,0.3,1.4,3.2,6,8.9,12.1,16.5,23.3,26,28,28,28,28,28,28,26,26,23,20.4,15.6,11.7,8.3,5.1,2.8,0.9,0,0,0.9,3,2.8,1.4,1.4,50.649245,-1.328934
746427,SO88021887,002W10 31 51N52 06,147,20,"4.000,000",,1.9,3.5,1,0.1,1.8,2.8,1.1,0.6,0.6,1.8,3.2,1.2,0.6,2.1,2.7,1,0.3,0.5,1.8,2.8,0.9,0.5,1.8,2.5,1,0.5,0.5,1.8,3.5,1,0,1.3,2.7,1.3,0.5,0.5,51.868264,-2.175397
746428,TM01312834,000E55 33 51N55 02,45,39,"1.000,000",,0.5,1.3,2.4,4,5.7,7.8,9.8,11.6,12.6,13.1,13.3,13.1,12.8,11.5,10,7.9,5.8,4,2.5,1.3,0.4,0.1,0.1,0,0.2,0.5,0.8,1,1.1,1.1,0.8,0.6,0.3,0.1,0,0.1,51.917174,0.925798
746429,NT23338724,003W13 59 56N04 18,181,119,"5.000,000",,1.8,3.2,2,1.2,2,2.8,1.2,0.5,0.3,1.1,2.6,1.5,0.6,1.6,2.7,1.3,0.5,0.5,1.4,3,2.1,1.2,2.3,3.7,1.2,0.2,0,1.2,3,2.4,0.7,2.2,3.1,1.5,0.4,0.4,56.071791,-3.233186
746430,TQ33947122,000W04 30 51N25 27,110,172,"5.729,952",290,4,1.8,0.8,0.7,1.2,3.9,7.1,6.8,6.5,8.8,10.6,10.1,10,10,9.8,8.1,8.9,9.8,7.2,5.5,5.3,6.5,7.9,5.3,3.8,4.8,5.2,2.1,0.2,0,0.7,3.1,5,2.4,1.7,3.7,51.424161,-0.074944
746431,TL78350546,000E34 50 51N43 10,105,39,"3.500,000",250,6.3,8.1,9.6,10.9,13.3,16.9,19.1,22.2,22.5,22,21.7,19,16.9,14,13.1,12.4,10,6.7,5.2,3.9,3.5,2.6,1.3,0.5,0.2,0.2,0,0.6,1.2,1.2,1.2,1.7,1.7,2.6,3.7,4.7,51.719492,0.58056
746432,TQ571769,000E15 38 51N28 09,3,0,"0.000,010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.469253,0.260425
746433,NS55753413,004W17 23 55N34 46,286,138,"6.684,947",,7.5,7.2,7.4,6.7,6.9,10.2,13.6,13.3,15.2,20.7,20.3,15,11.1,8.4,7.2,4.1,1.1,0,0.5,1.8,4.5,5.6,2.8,1.4,2.6,2.9,1.4,0.3,0.8,2.6,5.7,7.3,6.1,6,8.3,8.5,55.579376,-4.289814
746434,SP58816200,001W08 24 52N15 11,199,106,"4.774,963",,0.9,0.5,0.5,0.4,0.6,0.7,1.2,2,2.9,4.5,6.3,8.3,10.1,11.4,11.8,11.3,11.4,11.5,11.2,9.5,7.3,5.5,3.9,2.3,1.3,0.4,0,0.1,0,0.1,0.4,0.9,1,1.2,1.3,1,52.253028,-1.139914
746435,IJ28677508,006W00 34 54N36 27,368,115,"9.549,926",,1,2,3.3,2.2,1,1.1,2.7,2.8,1.2,1,2.6,2.1,1.1,0,0.9,2.1,2.4,0.9,1.6,3.5,3.6,2.2,1.5,2.4,3.6,3.3,2.3,2.7,3,3.9,2.1,0.9,1.2,2.3,2.5,0.8,54.607538,-6.009471
746436,SE60330430,001W05 29 53N31 55,7,47,"0.022,000",,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,53.531884,-1.091294
746437,TR07805906,000E58 44 51N17 34,122,90,"0.900,001",330,2,1.2,0.7,0.3,0.1,0.4,1.3,2.9,5,7.9,10.7,15.2,19.2,24,24,22.4,19.8,15.6,12.1,9,6.2,4.5,2.4,1,0,0.3,0.3,1.1,1.7,2.4,2.3,2.8,2.6,2.7,2.6,2.4,51.292731,0.979008
746438,ST09899109,003W18 10 51N36 41,381,30,"1.199,999",,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,51.611393,-3.302735
746439,TL55148181,000E16 46 52N24 44,22,35,"0.040,000",,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,0,0,0.4,0.8,1.4,2.2,52.412282,0.279524
746440,SE22291288,001W39 52 53N36 43,256,285,"7.413,102",10,1.2,1.6,0.2,0,1,1.4,2.3,3.8,3.1,2.7,2.7,2.4,2.7,4,3,2.2,1.9,1.2,1.4,1.9,0.6,0.4,0.9,1.1,1.4,1.9,0.7,0.2,0.4,0.2,0.8,1.6,1.2,1.2,1,0.7,53.611985,-1.66456
746441,NZ56951827,001W07 15 54N33 23,237,42,"0.800,000",,3,6,7,14,16,20,20,20,20,22,20,20,20,20,20,20,20,20,20,16,12,10,7,6,5,2.5,1.5,1,0.5,0,0,0,0.5,1,1.5,2,54.556455,-1.120934
746442,SX89829222,003W33 44 50N43 09,102,44,"1.000,000",,1,0,0,1,2,2,2,2,3,4,5,7,9,14,26,20,22,22,20,13,9,6,5,5,5,4,4,3,2,1,1,1,2,2,2,2,50.719122,-3.562148
746443,NS56586835,004W17 41 55N53 13,26,83,"0.010,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.886844,-4.294621
746444,NS58096547,004W16 08 55N51 41,16,84,"0.300,000",60,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,55.861436,-4.268991
746445,SU97474861,000W36 20 51N13 42,142,39,"4.886,186",320,0,0.8,2.6,5.4,5.9,5,6.5,12.4,11.1,12.1,11.9,13.9,14.8,10.2,9.1,11.2,13,10,11.8,12.6,17.7,11,5.4,3.5,3.9,2.7,0.3,1.7,0.9,1.8,4.4,1.7,1.1,2.6,4,1.2,51.228358,-0.605467
746446,SU52745680,001W14 41 51N18 28,220,83,"4.600,002",340,2.2,4.1,2.2,1.1,3.2,2.8,1.6,0.9,0.8,1,3.2,7,9.9,9.7,12.2,16.2,18.2,17,12.6,9,8.7,7.2,3.5,1.5,0.9,0.8,2.2,4.3,5.2,3.3,3,4.1,3,0.7,0,0.3,51.307873,-1.244777
746447,TQ80711004,000E33 59 50N51 42,76,46,"0.200,000",,13,15,16.7,18.3,20,20,20,20,20,20,20,20,19,18,17,15,14,13,10.9,8,6.6,4.8,3,1.8,1,0.3,0,0,0.3,1,1.8,3,4.4,6.2,8,10,50.861622,0.566431
746448,TL08790449,000W25 34 51N43 43,142,69,"3.127,159",335,4,2.8,0.6,3.1,4.4,1.1,0,0.4,2.2,3.8,3,1.8,4,7.5,4.9,3.6,3.5,5,7.4,4.2,1.7,3.1,4.1,2.3,0.6,0,1.1,4.3,3.3,0.7,2.5,4.5,1.6,0.1,0.1,1.5,51.728571,-0.426217
746449,SE94583504,000W33 55 53N48 11,164,70,"3.800,004",,2.1,2.3,1.4,1.3,2.3,2.2,0.7,0,0.7,2.2,2.3,1.3,1.3,2.3,2.1,0.8,0,0.7,2.3,2.3,1.4,1.3,2.3,2.4,0.8,0,0.8,2.2,2.3,1.5,1.3,2.4,2.2,0.7,0,0.8,53.803052,-0.565371
746450,SS67229398,003W55 11 51N37 44,193,45,"5.000,000",70,4.9,4.4,2.6,3.7,2.9,0.6,0.4,0,0.2,0.6,1.5,2,2.9,3.7,4.4,5.3,6.3,6.6,6.9,7.8,7,9.8,10.4,10.7,11.5,10.1,9.8,9.8,10.3,10.2,9.4,8.1,7,5.8,5.5,5.1,51.62891,-3.919745
746451,SK58344246,001W07 57 52N58 35,122,46,"1.550,001",,1,2,2,0.7,0,0.7,2.2,2.4,1,1,2,2,0.8,0,0.9,2.7,2.2,1,1,2,2,0.6,0,1,2.4,2.3,1,1,2,2,0.7,0,1,2.5,2.3,1,52.976309,-1.132626
746452,SJ669343,002W29 37 52N54 18,100,24,"0.018,665",65,1.7,5.7,1.6,0.9,1.4,1.1,0.1,0.3,0.1,1.1,1,2.2,2.8,5.6,7.3,5.8,6.7,15.7,4.7,7.4,3.4,2.1,2.3,1.8,0.4,0.4,0,0.7,0.3,1.1,1.3,3.7,4.9,2.5,3.2,13.2,52.905093,-2.493571
746453,ST56434883,002W37 32 51N14 13,303,238,"4.886,186",350,0.2,1.9,1.4,0.4,1.5,3.6,3.5,0.9,0.7,1.3,1.7,2.9,4.3,10,13.4,11.4,10.8,8.1,8.9,10.1,9.3,13.9,8.2,2.5,1.6,1.3,0.4,0.4,1.9,4.1,2.3,0.4,0.3,2,1,0,51.236969,-2.625476
746454,TM12286414,001E06 26 52N14 04,64,220,"2.266,098",,4.2,2.1,1.6,1.1,1.3,2.6,6,9,9,13,13,13,10.7,11.2,10,6,5,3.5,0.8,0,0.6,1.9,3,5,3,3,5,3,1.3,0.1,0.3,2,5,3.8,3,5.2,52.234496,1.107319
746455,SJ12337013,003W18 52 53N13 15,336,188,"10.000,000",100,1.7,2.1,2.8,1.5,2.5,2.4,1.2,2.9,1.1,0.9,0,3.2,5.1,3.6,5.2,4.1,5.6,4.9,4.5,3.4,3,4.4,3.8,8.5,9.3,7,10.2,7.4,11.4,7.8,7.6,10.5,4,3.4,1,0.6,53.220944,-3.31452
746456,ST94776858,002W04 36 51N24 58,175,47,"1.909,985",,0,0.2,0.8,0.8,0.7,0.9,0.8,1.5,2.2,3.6,5.2,7.2,8.5,9,8.1,6.9,7.3,8.3,7.9,8.3,8.7,5.8,2.9,3.5,2,1.9,2.2,0.9,1.2,1.6,0.8,0.2,0.8,0.4,0.9,0,51.416202,-2.076595
746457,SP56711054,001W10 45 51N47 26,130,131,"9.549,926",330,2.4,1.1,0.6,1.8,4.1,5.5,5.2,5.1,9.4,12.3,11.4,11.5,11.7,8.5,6.8,9.3,12.2,9.2,8.7,8.9,9.9,10.1,7.1,6.6,6.8,4.6,2.3,1.1,0,0.4,3.7,4.5,1.6,1.2,1.8,3.5,51.790638,-1.179183
