id,Date,Ensemble,Licence,Ensemble Area,EID,Transmitter Area,Site,Freq.,Block,TII Main Id (Hex),TII Sub Id (Hex),Serv Label1 ,SId 1 (Hex),LSN 1 (Hex),Serv Label2 ,SId 2 (Hex),LSN 2 (Hex),Serv Label3 ,SId 3 (Hex),LSN 3 (Hex),Serv Label4 ,SId 4 (Hex),LSN 4 (Hex),Serv Label5 ,SId 5 (Hex),LSN 5 (Hex),Serv Label6 ,SId 6 (Hex),LSN 6 (Hex),Serv Label7 ,SId 7 (Hex),LSN 7 (Hex),Serv Label8 ,SId 8 (Hex),LSN 8 (Hex),Serv Label9 ,SId 9 (Hex),LSN 9 (Hex),Serv Label10 ,SId 10 (Hex),LSN 10 (Hex),Serv Label11 ,SId 11 (Hex),LSN 11 (Hex),Serv Label12 ,SId 12 (Hex),LSN 12 (Hex),Serv Label13 ,SId 13 (Hex),LSN 13 (Hex),Serv Label14 ,SId 14 (Hex),LSN 14 (Hex),Serv Label15 ,SId 15 (Hex),LSN 15 (Hex),Serv Label16 ,SId 16 (Hex),LSN 16 (Hex),Serv Label17 ,SId 17 (Hex),LSN 17 (Hex),Serv Label18 ,SId 18 (Hex),LSN 18 (Hex),Serv Label19 ,SId 19 (Hex),LSN 19 (Hex),Serv Label20 ,SId 20 (Hex),LSN 20 (Hex),Serv Label21 ,SId 21 (Hex),LSN 21 (Hex),Serv Label22 ,SId 22 (Hex),LSN 22 (Hex),Serv Label23 ,SId 23 (Hex),LSN 23 (Hex),Serv Label24 ,SId 24 (Hex),LSN 24 (Hex),Serv Label25 ,SId 25 (Hex),LSN 25 (Hex),Serv Label26 ,SId 26 (Hex),LSN 26 (Hex),Serv Label27 ,SId 27 (Hex),LSN 27 (Hex),Serv Label28 ,SId 28 (Hex),LSN 28 (Hex),Serv Label29 ,SId 29 (Hex),LSN 29 (Hex),Serv Label30 ,SId 30 (Hex),LSN 30 (Hex),Serv Label31 ,SId 31 (Hex),LSN 31 (Hex),Serv Label32 ,SId 32 (Hex),LSN 32 (Hex),Data Serv Label1,Data SId 1 (Hex),Data Serv Label2,Data SId 2 (Hex),Data Serv Label3,Data SId 3 (Hex),Data Serv Label4,Data SId 4 (Hex),Data Serv Label5,Data SId 5 (Hex),Data Serv Label6,Data SId 6 (Hex),Data Serv Label7,Data SId 7 (Hex),Data Serv Label8,Data SId 8 (Hex),Data Serv Label9,Data SId 9 (Hex),Data Serv Label10,Data SId 10 (Hex),Data Serv Label11,Data SId 11 (Hex),Data Serv Label12,Data SId 12 (Hex),Data Serv Label13,Data SId 13 (Hex),Data Serv Label14,Data SId 14 (Hex),Data Serv Label15,Data SId 15 (Hex)
745422,29/09/2014,BBC National DAB,BBCD000001,UK,CE15,Bampton Mid Devon,BAMPTON,225.648,12B,0E,5,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745423,02/12/2016,BBC National DAB,BBCD000001,UK,CE15,Bangor,Bangor,225.648,12B,19,14,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745424,27/08/2015,BBC National DAB,BBCD000001,UK,CE15,Barrow,Barrow,225.648,12B,7,12,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745425,07/10/2009,BBC National DAB,BBCD000001,UK,CE15,Central Galloway,BARSKEOCH HILL,225.648,12B,42,10,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745426,05/12/2013,BBC National DAB,BBCD000001,UK,CE15,Basingstoke,Basingstoke,225.648,12B,3,8,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745427,15/08/2003,BBC National DAB,BBCD000001,UK,CE15,Bath,Bath,225.648,12B,23,0E,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745428,26/02/2004,BBC National DAB,BBCD000001,UK,CE15,Torbay,Beacon Hill North,225.648,12B,0E,7,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745429,12/05/2016,BBC National DAB,BBCD000001,UK,CE15,Beccles,Beccles South Road,225.648,12B,33,5,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745430,26/03/2009,BBC National DAB,BBCD000001,UK,CE15,Leeds,Beecroft Hill,225.648,12B,3A,9,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745431,24/09/2014,BBC National DAB,BBCD000001,UK,CE15,Beer,BEER,225.648,12B,0E,11,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745432,13/11/1997,BBC National DAB,BBCD000001,UK,CE15,Lincolnshire,Belmont,225.648,12B,32,2,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745433,18/11/2011,BBC National DAB,BBCD000001,UK,CE15,Stirling,Ben Gullipen,225.648,12B,3D,14,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745434,24/03/2014,BBC National DAB,BBCD000001,UK,CE15,Betws Y Coed,Betws Y Coed,225.648,12B,5,14,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745435,09/07/2014,BBC National DAB,BBCD000001,UK,CE15,Biggar,BIGGAR,225.648,12B,44,7,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745436,01/03/2022,BBC National DAB,BBCD000001,UK,CE15,Teesside,Bilsdale - Station Tower,225.648,12B,3B,2,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745437,24/02/2004,BBC National DAB,BBCD000001,UK,CE15,South Dorset,Bincombe Hill,225.648,12B,0D,3,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745438,12/05/2014,BBC National DAB,BBCD000001,UK,CE15,BIRCH VALE,BIRCH VALE,225.648,12B,2B,8,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745439,31/05/2016,BBC National DAB,BBCD000001,UK,CE15,Blackpool,Blackpool Princess Street,225.648,12B,2C,7,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745440,12/01/2006,BBC National DAB,BBCD000001,UK,CE15,Ceredigion,Blaenplwyf,225.648,12B,28,0D,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745441,01/09/1997,BBC National DAB,BBCD000001,UK,CE15,N. Kent,Bluebell Hill (TV),225.648,12B,1,4,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745442,23/10/2003,BBC National DAB,BBCD000001,UK,CE15,Swindon,Blunsdon,225.648,12B,1A,0B,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745443,01/04/2016,BBC National DAB,BBCD000001,UK,CE15,Blythburgh,Blythburgh Water Tower,225.648,12B,31,7,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745444,31/07/2014,BBC National DAB,BBCD000001,UK,CE15,Oxford,Boars Hill C,225.648,12B,12,3,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745445,25/03/2014,BBC National DAB,BBCD000001,UK,CE15,Bolehill Derbyshire,BOLEHILL,225.648,12B,20,0C,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745446,01/12/2015,BBC National DAB,BBCD000001,UK,CE15,Boston Wyberton,Boston Wyberton,225.648,12B,32,3,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745447,01/08/1997,BBC National DAB,BBCD000001,UK,CE15,Milton Keynes,Bow Brickhill,225.648,12B,16,9,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745448,02/05/2007,BBC National DAB,BBCD000001,UK,CE15,Edinburgh,Braid Hills,225.648,12B,43,12,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745449,12/11/2014,BBC National DAB,BBCD000001,UK,CE15,Braintree,Braintree Grid,225.648,12B,6,0C,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745450,15/05/2015,BBC National DAB,BBCD000001,UK,CE15,Thetford,Brandon E,225.648,12B,31,0C,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745451,22/10/2014,BBC National DAB,BBCD000001,UK,CE15,Brecon VHF,Brecon VHF,225.648,12B,28,0A,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745452,05/08/2011,BBC National DAB,BBCD000001,UK,CE15,Shetland,Bressay,225.648,12B,45,1,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745453,04/11/2010,BBC National DAB,BBCD000001,UK,CE15,Dorchester and Weymouth,Bridport,225.648,12B,0E,0D,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745454,25/08/2015,BBC National DAB,BBCD000001,UK,CE15,Brixham,BRIXHAM,225.648,12B,0E,0A,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745455,21/08/2003,BBC National DAB,BBCD000001,UK,CE15,Birmingham,BROMSGROVE,225.648,12B,1C,4,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745456,30/03/2005,BBC National DAB,BBCD000001,UK,CE15,Omagh and Enniskillen,Brougher Mountain,225.648,12B,19,3,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745457,14/12/2011,BBC National DAB,BBCD000001,UK,CE15,West Cumbria,Broughton Moor,225.648,12B,7,0F,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745458,21/01/2016,BBC National DAB,BBCD000001,UK,CE15,Brown Carrick Hill,Brown Carrick Hill,225.648,12B,40,0E,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
